episode,sum q_values,average q_values
965,3922.8662,7.8457317
966,3451.061,6.9021225
967,3075.5742,6.1511483
968,2944.7004,5.889401
969,2972.063,5.944126
970,3481.0935,6.962187
971,3481.9531,6.9639053
972,2932.8345,5.8656683
973,2985.2085,5.970418
974,2914.162,5.828324
975,3236.8833,6.4737663
976,3133.8677,6.2677364
977,3046.85,6.0937014
978,3494.2817,6.9885635
979,3314.9556,6.629912
980,3653.442,7.306884
981,3709.7454,7.4194913
982,3003.3616,6.0067225
983,3391.325,6.782651
984,3626.2017,7.2524033
985,3499.54,6.9990797
986,3768.9358,7.5378714
987,3770.2974,7.540594
988,3012.12,6.0242414
989,3553.4783,7.1069565
990,2882.6465,5.7652926
991,2844.4097,5.688819
992,2710.1655,5.420331
993,3939.246,7.878493
994,2963.478,5.9269557
995,3207.1504,6.414302
996,2849.0347,5.6980696
997,3493.4673,6.9869337
998,3639.2437,7.2784877
999,3459.0615,6.918123
1000,3123.1338,6.2462683
1001,3997.793,7.9955854
1002,3411.7832,6.8235664
1003,3536.4468,7.0728927
1004,3671.7925,7.343584
1005,3966.8416,7.9336834
1006,3310.8174,6.6216354
1007,3305.301,6.6106014
1008,3687.975,7.3759503
1009,3464.4417,6.928883
1010,3657.895,7.31579
1011,3517.7139,7.0354285
1012,4078.9805,8.157961
1013,4067.8667,8.135735
1014,3914.3818,7.828764
1015,4291.5312,8.583063
1016,3150.4421,6.3008847
1017,3705.142,7.410284
1018,3414.5518,6.8291035
1019,3699.0938,7.398187
1020,3929.3638,7.8587265
1021,3550.078,7.1001544
1022,3486.4773,6.9729548
1023,3664.558,7.329117
1024,3718.3909,7.436782
1025,4031.7258,8.063451
1026,3999.834,7.999668
1027,3304.0483,6.6080976
1028,3390.998,6.7819967
1029,4057.1401,8.114281
1030,4059.0923,8.118185
1031,3530.2378,7.060475
1032,3610.2349,7.22047
1033,4098.1025,8.196204
1034,4160.632,8.321263
1035,4252.8945,8.505788
1036,4004.243,8.008487
1037,4074.3372,8.148674
1038,4020.4185,8.040838
1039,4150.101,8.300202
1040,3942.3132,7.8846254
1041,4170.6636,8.341328
1042,4242.509,8.485017
1043,3962.2998,7.924599
1044,4273.412,8.546823
1045,4311.576,8.623153
1046,4960.9805,9.921964
1047,3305.5083,6.611016
1048,4510.5684,9.021136
1049,3998.3682,7.996738
1050,4031.6616,8.063322
1051,4424.0996,8.8482
1052,4358.4287,8.716855
1053,5040.2812,10.080562
1054,5551.502,11.103004
1055,4615.1816,9.230359
1056,4690.581,9.381161
1057,5007.417,10.0148325
1058,4680.1807,9.360362
1059,5239.054,10.478109
1060,5000.089,10.0001745
1061,4873.06,9.746121
1062,4888.1084,9.776216
1063,4667.6924,9.335386
1064,5018.827,10.037654
1065,4326.645,8.65329
1066,5079.8784,10.159756
1067,4857.15,9.714298
1068,4819.271,9.638542
1069,4925.9385,9.851876
1070,4653.892,9.307784
1071,4546.7607,9.093523
1072,4280.861,8.561723
1073,5226.036,10.452074
1074,4213.2754,8.426553
1075,4841.589,9.683179
1076,4398.4077,8.796818
1077,4360.317,8.720634
1078,4728.016,9.456036
1079,5138.8115,10.277622
1080,4545.116,9.090233
1081,5799.7275,11.599456
1082,5668.0703,11.3361435
1083,5204.4487,10.408897
1084,5639.917,11.279835
1085,5435.7925,10.871584
1086,5671.6035,11.343207
1087,6000.6357,12.00127
1088,5561.75,11.1235
1089,5369.887,10.739774
1090,5550.373,11.100746
1091,5718.634,11.437266
1092,4979.8037,9.959607
1093,5407.6016,10.815203
1094,4742.447,9.484893
1095,5009.843,10.019687
1096,5189.955,10.3799095
1097,5033.603,10.067204
1098,5120.923,10.241845
1099,5306.956,10.613911
1100,5071.9863,10.1439705
1101,5648.4517,11.296904
1102,4610.9277,9.221854
1103,5132.9814,10.265964
1104,5287.0166,10.574034
1105,5443.5312,10.887063
1106,5322.384,10.644765
1107,5248.377,10.496755
1108,5585.255,11.170509
1109,5419.087,10.838173
1110,5459.382,10.918765
1111,5595.4453,11.190888
1112,5327.0825,10.654166
1113,5714.3604,11.428719
1114,5504.194,11.008386
1115,5533.6133,11.067227
1116,5788.1084,11.576217
1117,5222.1885,10.444378
1118,5086.5396,10.173081
1119,5805.453,11.610907
1120,5097.74,10.195479
1121,5279.8213,10.559643
1122,5857.114,11.71423
1123,5116.313,10.232625
1124,5512.1523,11.024305
1125,5612.6333,11.225266
1126,5459.0376,10.918075
1127,5590.3394,11.180678
1128,5790.0664,11.58013
1129,5009.758,10.019516
1130,5609.2534,11.218505
1131,4555.037,9.110073
1132,6056.4795,12.112959
1133,5071.4736,10.142947
1134,5920.0166,11.8400345
1135,6346.741,12.693483
1136,6221.661,12.443321
1137,5758.783,11.517568
1138,6466.72,12.933441
1139,6178.975,12.35795
1140,6242.8184,12.485637
1141,5651.7896,11.303578
1142,5666.327,11.332654
1143,5967.8926,11.935786
1144,6017.078,12.034157
1145,5549.5166,11.099034
1146,6373.5356,12.747071
1147,5735.2715,11.470544
1148,5568.836,11.137673
1149,6224.0835,12.448168
1150,6220.3906,12.44078
1151,6399.208,12.798416
1152,5913.1763,11.826352
1153,5590.2393,11.180478
1154,6149.3843,12.298768
1155,5500.229,11.000458
1156,6119.3,12.238599
1157,6675.668,13.3513365
1158,5898.22,11.796441
1159,5879.2188,11.758435
1160,6311.616,12.623235
1161,5718.216,11.436433
1162,6425.7227,12.851447
1163,6161.7544,12.323511
1164,6100.7188,12.201437
1165,5888.937,11.777875
1166,6113.53,12.22706
1167,6606.9365,13.213872
1168,5504.996,11.009992
1169,7092.874,14.185746
1170,6834.9595,13.669919
1171,6421.052,12.842101
1172,6372.2993,12.744597
1173,7275.239,14.550479
1174,7604.336,15.208671
1175,7429.0674,14.858135
1176,7106.6777,14.213354
1177,6606.076,13.212154
1178,6662.2695,13.324537
1179,7270.588,14.541176
1180,6923.8506,13.847699
1181,6535.6807,13.071361
1182,7337.975,14.67595
1183,7325.8047,14.65161
1184,7695.3022,15.390603
1185,7612.1875,15.224374
1186,7444.461,14.888922
1187,7535.065,15.070131
1188,6696.9927,13.393985
1189,7285.448,14.570897
1190,6804.785,13.609571
1191,8095.7236,16.191442
1192,6972.614,13.94523
1193,7728.3823,15.456765
1194,7705.462,15.410925
1195,7404.7544,14.809507
1196,7918.61,15.837218
1197,8149.12,16.298243
1198,7348.623,14.697244
1199,7752.2485,15.504498
1200,7762.779,15.525558
1201,8431.886,16.863771
1202,8192.894,16.38579
1203,8785.623,17.571243
1204,8332.843,16.665684
1205,8268.547,16.537094
1206,8068.8276,16.137657
1207,8302.625,16.60525
1208,8781.909,17.563818
1209,8852.4375,17.704876
1210,8867.8955,17.73579
1211,8837.68,17.675356
1212,9322.035,18.644075
1213,9149.47,18.29894
1214,9113.189,18.22638
1215,9559.894,19.11979
1216,8967.122,17.93425
1217,8371.838,16.743675
1218,9174.154,18.348309
1219,8614.059,17.228119
1220,9222.729,18.44546
1221,9161.711,18.323418
1222,9120.841,18.241686
1223,8948.942,17.897882
1224,9354.428,18.708849
1225,9676.377,19.352753
1226,9194.609,18.389217
1227,8949.711,17.899418
1228,9203.157,18.406317
1229,10035.669,20.071342
1230,10283.225,20.56645
1231,9762.973,19.525946
1232,9340.2295,18.680456
1233,10511.33,21.02266
1234,8937.984,17.87597
1235,9079.782,18.159565
1236,8722.141,17.44428
1237,9647.046,19.294088
1238,9362.205,18.72441
1239,9278.01,18.556019
1240,10005.703,20.011406
1241,9388.918,18.777832
1242,10428.076,20.856152
1243,10198.982,20.397964
1244,9637.174,19.274345
1245,9405.822,18.811642
1246,10131.844,20.263685
1247,10848.948,21.697895
1248,10468.129,20.936262
1249,10227.973,20.455946
1250,10214.979,20.429956
1251,10343.922,20.687843
1252,10787.73,21.57546
1253,9839.709,19.679417
1254,9977.031,19.954063
1255,10438.997,20.877995
1256,11446.15,22.892307
1257,10959.403,21.918808
1258,10652.037,21.304075
1259,10964.89,21.92978
1260,10352.338,20.704676
1261,10695.957,21.391912
1262,10050.571,20.101143
1263,9962.918,19.925835
1264,10465.672,20.931347
1265,10500.372,21.000742
1266,10799.9375,21.599874
1267,11455.942,22.911884
1268,11341.534,22.68307
1269,10705.472,21.41094
1270,10147.683,20.295362
1271,10680.198,21.360395
1272,10866.654,21.733309
1273,10079.4,20.158804
1274,10463.754,20.927507
1275,10537.828,21.075659
1276,10515.038,21.030077
1277,10639.719,21.279438
1278,10172.883,20.34577
1279,10404.007,20.808014
1280,9864.695,19.729391
1281,10921.766,21.843533
1282,10744.541,21.489082
1283,10580.073,21.16015
1284,11603.084,23.206171
1285,11292.05,22.584099
1286,11314.202,22.628407
1287,10647.262,21.294523
1288,10244.99,20.489983
1289,11345.973,22.691948
1290,11462.027,22.924057
1291,11292.842,22.585682
1292,11790.453,23.580912
