step,loss value
100,1.475761
200,0.72058
300,0.02942075
400,0.036572825
500,0.040629964
600,0.08201434
700,0.064794354
800,0.19084513
900,0.062964536
1000,0.031619124
1100,0.06633152
1200,0.04022567
1300,0.04259953
1400,0.03754948
1500,0.032563645
1600,0.92403585
1700,0.03585937
1800,0.06348966
1900,0.1993318
2000,0.031170256
2100,0.04364608
2200,1.1843851
2300,0.07099401
2400,1.2984986
2500,0.057751477
2600,0.59178334
2700,0.0037568905
2800,0.0029522502
2900,0.004191811
3000,0.5951773
3100,0.0031288548
3200,0.0031829407
3300,0.0014847878
3400,0.0022940878
3500,0.0012760162
3600,0.0026349823
3700,0.003337552
3800,0.0023686383
3900,0.0020343366
4000,0.0031623486
4100,0.6058805
4200,0.0014932634
4300,0.0023036841
4400,0.0012774053
4500,0.002624014
4600,0.0035465213
4700,0.59325963
4800,0.003221659
4900,0.0016911495
5000,0.0011352171
5100,0.0013519359
5200,0.59608346
5300,0.0018843297
5400,0.5924179
5500,0.0030731848
5600,0.00116423
5700,0.0008871408
5800,0.5858065
5900,0.0009045992
6000,0.0016713251
6100,0.0011078997
6200,0.0014897764
6300,0.0020010234
6400,0.001144688
6500,0.0015074078
6600,0.0022886286
6700,0.00095463265
6800,0.0018244934
6900,0.009521401
7000,0.5998719
7100,0.0016854492
7200,0.0016397758
7300,0.0010397278
7400,0.0012941088
7500,0.0009051854
7600,0.0015197233
7700,0.0011215576
7800,0.0013508555
7900,0.0019168046
8000,0.0011818722
8100,0.0013774722
8200,1.1851182
8300,0.90191287
8400,0.0013191337
8500,0.58669853
8600,0.0018619027
8700,0.0022198781
8800,0.59790945
8900,0.0014501903
9000,0.00084510236
9100,0.0025155805
9200,0.001122925
9300,0.0023077908
9400,1.185391
9500,0.0011145237
9600,1.1798544
9700,0.0018423627
9800,0.0008862484
9900,0.0013842825
10000,0.0021746051
10100,0.0012098069
10200,0.0019903015
10300,0.00175734
10400,0.0012851409
10500,0.0017317033
10600,0.5934389
10700,0.0017420042
10800,0.00079689256
10900,0.0006285496
11000,0.001069379
11100,0.0017481335
11200,0.0007280649
11300,0.00054839125
11400,0.0008852104
