80.0,55.0,130.0,35.0,0.0,80.0,85.0,125.0,75.0,305.0,30.0,90.0,45.0,0.0,60.0,15.0,105.0,110.0,25.0,140.0,80.0,85.0,20.0,80.0,65.0,30.0,40.0,30.0,50.0,5.0,50.0,0.0,75.0,5.0,25.0,30.0,50.0,55.0,360.0,0.0,65.0,40.0,70.0,70.0,35.0,25.0,40.0,5.0,130.0,0.0,105.0,50.0,75.0,0.0
279,168,346,105,76,224,299,152,158,302,135,191,242,135,163,68,162,274,148,287,152,133,134,227,235,205,193,160,112,161,94,137,221,160,62,156,228,85,537,100,109,335,78,179,196,144,214,143,254,106,230,392,168,45
