0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.0,70.0,41.0,194.0,334.0,155.0,229.0,64.0,208.0,209.0,139.0,57.0,388.0,40.0,276.0,157.0,88.0,79.0,29.0,43.0,384.0,107.0,74.0,111.0,181.0,49.0,197.0,246.0,87.0,231.0,367.0,37.0,559.0,98.0,98.0,222.0,659.0,559.0,39.0,68.0,349.0,45.0,312.0,200.0,29.0,36.0,63.0,266.0,260.0,116.0,319.0,41.0,127.0,112.0,938.0,447.0,62.0,59.0,93.0,188.0,399.0
