0.0,50.0,70.0,40.0,140.0,125.0,0.0,0.0,15.0,110.0,10.0,10.0,90.0,30.0,20.0,0.0,0.0,0.0,30.0,20.0,10.0,10.0,10.0,20.0,10.0,40.0,130.0,45.0,45.0,90.0,15.0,10.0,100.0,30.0,10.0,10.0,10.0,30.0,10.0,10.0,30.0,0.0,50.0,80.0,10.0,145.0,45.0,60.0,40.0,150.0,45.0,75.0,0.0,90.0,205.0,45.0,15.0,15.0,90.0,10.0,20.0,10.0,60.0,40.0,20.0,30.0,40.0,10.0,10.0,10.0,110.0,90.0,40.0,10.0,20.0,15.0,40.0,135.0,15.0,60.0,45.0,20.0,40.0,0.0,20.0,60.0,30.0,10.0,20.0,60.0,10.0,10.0,20.0,100.0,0.0,30.0,30.0,30.0,20.0,10.0,70.0,75.0,10.0,90.0,30.0,90.0,0.0,100.0,10.0,30.0,80.0,230.0,30.0,30.0,15.0,435.0,175.0,0.0,0.0,0.0,0.0,0.0,60.0
51,116,385,308,844,598,34,28,388,4510,32,25,369,117,173,27,91,34,262,32,42,124,49,113,35,401,525,160,215,429,38,75,782,59,202,104,27,329,128,56,318,56,675,486,26,455,143,197,216,1247,77,145,98,561,860,107,67,22,199,53,101,56,265,299,252,235,148,79,38,93,898,1014,126,64,86,42,282,782,115,210,67,173,117,123,471,248,168,70,56,266,34,149,177,493,28,148,156,110,108,223,375,235,84,517,191,1703,87,2027,29,124,523,839,100,27,21,349,958,59,71,33,27,26,624
