10.0,100.0,20.0,75.0,40.0,50.0,10.0,20.0,60.0,115.0,60.0,15.0,60.0,10.0,165.0,75.0,30.0,0.0,90.0,40.0,90.0,45.0,0.0
105,520,106,172,249,347,67,99,205,323,148,73,277,51,904,171,28,38,338,176,335,95,174
