5.0,30.0,90.0,40.0,0.0,15.0,15.0,75.0,0.0,120.0,0.0,35.0,90.0,95.0,20.0,105.0,0.0,0.0,75.0,35.0,10.0,20.0,30.0,20.0,35.0,20.0,430.0,105.0,15.0,0.0
199,139,163,255,59,87,187,179,79,422,69,106,276,147,58,183,185,65,196,227,134,140,99,136,178,111,377,185,347,13
