290.0,30.0,15.0,20.0,90.0,30.0,15.0,5.0,130.0,230.0,45.0,45.0,0.0,50.0,30.0,0.0,5.0,30.0,10.0,75.0,135.0,0.0,55.0,0.0,50.0,50.0,185.0,120.0,75.0,75.0,20.0,75.0,0.0,30.0,75.0,0.0,5.0,355.0,15.0,35.0,105.0,0.0,5.0,75.0,15.0,35.0,55.0,100.0,55.0,55.0,35.0,90.0,80.0,30.0,30.0,0.0,15.0,65.0
179,152,74,98,353,80,118,120,331,438,152,107,86,147,99,143,105,92,105,164,226,95,289,87,94,168,394,168,164,368,91,211,160,90,168,62,107,383,306,78,198,109,176,152,60,178,227,284,105,329,164,271,219,207,138,152,68,111
