105.0,60.0,0.0,30.0,105.0,0.0,15.0,35.0,55.0,150.0,0.0,80.0,65.0,25.0,0.0,250.0,0.0,60.0,55.0,30.0,0.0,40.0,15.0,0.0,55.0,55.0,10.0,0.0,30.0,0.0
287,189,91,141,328,72,138,68,262,395,80,393,194,153,102,305,75,136,176,150,66,168,62,129,207,130,159,191,151,3
