80.0,15.0,15.0,35.0,20.0,30.0,15.0,65.0,80.0,335.0,45.0,0.0,45.0,30.0,0.0,0.0,55.0,5.0,115.0,0.0,5.0,20.0,0.0,0.0,55.0,5.0,5.0,220.0,120.0,20.0,50.0,5.0,0.0,115.0,45.0,0.0,75.0,0.0,40.0,50.0,0.0,0.0,55.0,50.0,10.0,15.0,15.0,55.0,0.0,30.0,120.0,80.0,75.0,0.0,40.0,40.0,55.0,20.0,0.0,25.0,150.0,30.0,30.0,170.0,125.0,95.0,100.0,330.0,55.0,75.0,30.0,50.0,105.0,0.0,15.0,5.0,5.0,25.0,75.0,30.0,50.0,310.0,35.0,35.0,15.0,15.0,95.0,110.0,170.0,50.0,25.0,55.0,40.0,35.0,30.0,0.0,5.0,15.0,15.0,15.0,145.0,20.0,355.0,60.0,0.0,290.0,0.0,55.0,20.0,30.0,0.0,55.0,0.0,50.0,100.0,55.0,0.0,30.0,80.0,45.0,100.0,25.0,135.0,35.0,45.0,30.0,5.0,75.0,35.0,365.0,55.0,30.0,15.0,20.0,35.0,55.0,125.0,75.0,135.0,105.0,260.0,50.0,300.0,90.0,0.0,30.0,65.0,0.0,25.0,15.0,5.0,390.0,75.0,40.0,75.0,75.0,0.0,105.0,30.0,75.0,50.0,20.0,30.0,45.0,20.0,25.0,20.0,105.0,100.0,0.0,130.0,80.0,50.0,180.0,30.0,0.0,60.0,60.0,60.0,50.0,55.0,80.0,75.0,30.0,60.0,40.0,35.0,30.0,30.0,75.0,55.0,105.0,135.0
163,59,68,209,100,163,148,79,358,518,134,77,210,106,71,80,107,75,307,89,58,183,70,71,179,63,97,589,184,92,179,67,73,382,106,74,183,68,201,283,58,97,158,119,77,146,71,173,115,126,274,141,155,127,306,94,152,197,113,111,409,277,110,421,246,365,276,292,218,179,85,185,233,343,123,192,154,89,198,211,116,460,65,67,147,61,245,350,522,162,144,112,318,149,94,103,156,60,68,146,277,159,366,225,116,514,156,240,158,64,79,196,75,153,329,118,98,178,349,65,292,134,357,217,200,81,135,123,276,623,72,114,70,107,106,106,252,286,316,307,309,127,512,271,105,81,293,78,110,146,101,365,170,92,230,176,84,332,172,268,146,170,185,92,145,65,73,221,224,178,469,102,151,421,83,102,293,157,156,176,110,450,188,138,336,178,208,80,179,259,159,185,450
