5.0,50.0,55.0,0.0,105.0,15.0,10.0,35.0,75.0,50.0,5.0,0.0,10.0,25.0,45.0,85.0,30.0,65.0,50.0,55.0,75.0,30.0,35.0,25.0,20.0,105.0,0.0,235.0,175.0,0.0,115.0,0.0
122,107,141,123,272,105,90,248,151,164,62,170,146,68,74,149,94,325,333,100,133,145,94,132,107,238,145,317,232,125,263,26
