5.0,75.0,0.0,0.0,10.0,10.0,65.0,5.0,55.0,110.0,10.0,0.0,105.0,5.0,0.0,10.0,10.0,40.0,50.0,55.0,15.0,50.0,0.0,25.0,60.0,5.0,0.0,165.0,60.0,25.0,80.0,50.0,25.0,35.0,0.0
104,162,192,129,59,68,158,62,228,189,154,132,184,242,130,108,81,75,197,220,102,239,126,76,169,60,194,299,127,122,139,166,75,191,42
