30.0,15.0,15.0,110.0,25.0,45.0,200.0,65.0,115.0,35.0,75.0,110.0,210.0,75.0,15.0,30.0,45.0,30.0,0.0,20.0,60.0,110.0,15.0,15.0,15.0,70.0,20.0
147,60,69,216,226,170,368,111,321,138,232,319,479,163,83,150,73,144,163,141,240,275,112,70,183,271,77
