10.0,20.0,100.0,20.0,30.0,10.0,0.0,60.0,30.0,20.0,20.0,50.0,70.0,10.0,45.0,0.0,90.0,40.0,45.0,0.0,20.0,10.0,60.0,0.0,70.0,0.0,10.0,20.0,20.0,50.0,10.0,10.0,80.0,40.0,105.0,20.0,80.0,50.0,70.0,60.0,40.0,30.0,30.0,10.0
51,28,640,189,134,107,29,412,317,253,130,221,429,28,187,57,963,69,231,52,124,57,860,80,265,249,164,184,61,162,56,76,402,135,364,79,581,229,121,467,127,106,465,58
