0.0,70.0,15.0,0.0,140.0,455.0,0.0,120.0,30.0,75.0,5.0,160.0,105.0,30.0,65.0,60.0,5.0,20.0,45.0,55.0,30.0,90.0,20.0,90.0,120.0,75.0,50.0,0.0,55.0,120.0,60.0,30.0,105.0,45.0,60.0,210.0,0.0,0.0,15.0,50.0,55.0,20.0,35.0,25.0,80.0,25.0,10.0,260.0,55.0,30.0,0.0,15.0,0.0
30,159,115,149,211,519,80,263,169,115,170,496,241,126,210,233,119,225,177,75,209,233,239,373,187,123,276,75,123,312,104,79,191,118,243,462,149,65,154,109,105,199,122,117,211,208,127,736,140,70,72,177,9
