step,loss value
100,0.547974
200,0.09969016
300,0.07519275
400,0.058891777
500,0.20373945
600,1.5716182
700,0.21357533
800,0.08556819
900,0.70557356
1000,0.3081938
1100,0.17606808
1200,0.1382545
1300,0.17224784
1400,0.6463365
1500,0.14013514
1600,0.08868281
1700,0.17827718
1800,0.13949451
1900,0.11465915
2000,0.26128447
2100,0.81432813
2200,1.351465
2300,0.095648706
2400,0.036515154
2500,0.042909533
2600,1.577277
2700,0.014032578
2800,1.9053395
2900,0.043808457
3000,0.042623907
3100,0.6442314
3200,0.053436793
3300,1.7820307
3400,0.0038191823
3500,0.0045103114
3600,2.1610968
3700,0.0038387035
3800,0.004128081
3900,0.27207935
4000,0.013272377
4100,0.014441172
4200,0.0358845
4300,0.34492767
4400,1.2783984
4500,0.012518553
4600,0.03111079
4700,1.5486865
4800,1.516594
4900,0.056370374
5000,0.012397454
5100,0.0023274377
5200,0.02388885
5300,0.59502757
5400,0.023366846
5500,0.28000134
5600,0.04379446
5700,1.6034636
5800,0.013674136
5900,1.2314199
6000,0.27729455
6100,1.2128456
6200,0.0055469414
6300,0.91031486
6400,0.8581486
6500,1.2352906
6600,0.2603448
6700,0.28883904
6800,1.2236509
6900,0.0034587723
7000,0.911672
7100,0.052209623
7200,0.005062171
7300,0.8918555
7400,0.030366769
7500,0.017930964
7600,0.6036223
7700,0.6064863
7800,0.006609421
7900,0.28914008
8000,0.003423
8100,0.009992335
8200,0.0032715346
8300,0.0010999838
8400,1.844413
8500,1.8427907
8600,0.28492743
8700,0.27910253
8800,0.59049135
8900,0.0090090465
9000,1.4870387
9100,0.0027569272
9200,0.0069318507
9300,0.60557413
9400,0.0028875936
9500,0.608284
9600,0.9075181
9700,0.6073893
9800,0.0039585046
9900,0.0026793983
100,12.732267
200,0.07109919
300,0.8216275
400,0.12653287
500,1.9045378
600,0.0812843
700,0.053180452
800,0.6940246
900,0.022246378
1000,0.053989634
1100,0.08914208
1200,0.039611124
1300,0.10065337
1400,0.3668778
1500,0.081723616
1600,0.10527894
1700,1.5837715
1800,0.6919574
1900,0.12212622
2000,0.07280933
2100,0.16264896
2200,0.03960779
