105.0,30.0,45.0,60.0,35.0,55.0,30.0,15.0,175.0,25.0,15.0,60.0,95.0,40.0,75.0,115.0,15.0,35.0,210.0,35.0,10.0,50.0,0.0,50.0,15.0,5.0,25.0,45.0,170.0,300.0,30.0,20.0,105.0,80.0,180.0,15.0,90.0,65.0,45.0,25.0,105.0,130.0,180.0,20.0,35.0,35.0,105.0,340.0,115.0,5.0,35.0,75.0,30.0,45.0,5.0,85.0,90.0,40.0,5.0,10.0,35.0,15.0,45.0,30.0,20.0,75.0,60.0,5.0,110.0,65.0,5.0,75.0,130.0,25.0,25.0,30.0,45.0,30.0,105.0,50.0,70.0,30.0,275.0,140.0,50.0,5.0,80.0,50.0,75.0,0.0,50.0,55.0,75.0,45.0,15.0,90.0,30.0,20.0,85.0,105.0,50.0,55.0,75.0,0.0,135.0,50.0,25.0,305.0,50.0,55.0,50.0,75.0,30.0,30.0,75.0,80.0,55.0,50.0,55.0,15.0,75.0,195.0,0.0,35.0,0.0,15.0,20.0,50.0,25.0,55.0,25.0,30.0,105.0,105.0,50.0,95.0,25.0,60.0,120.0,15.0,45.0,200.0,35.0,70.0,0.0,5.0,55.0,5.0,5.0,325.0,50.0,25.0,215.0,75.0,0.0
181,124,288,162,68,153,157,59,410,176,149,122,198,136,238,169,60,229,392,111,62,202,109,128,133,69,104,149,420,362,165,74,338,161,518,76,187,340,199,193,231,287,396,111,89,181,266,273,369,155,67,161,94,144,161,276,93,152,60,84,177,144,156,169,156,169,288,67,360,185,164,135,477,66,75,165,73,140,310,136,210,204,293,256,145,78,225,191,257,80,160,78,411,154,60,258,164,74,331,183,359,77,179,84,392,177,79,334,202,245,168,187,242,156,178,367,75,170,257,146,182,743,60,211,199,107,149,269,77,157,78,243,190,376,149,447,131,124,290,151,106,362,121,144,83,83,97,80,69,449,172,78,770,183,151
