episode,sum q_values,average q_values
1,-139.18195,-0.27836382
2,-431.05933,-0.86211854
3,-475.9113,-0.9518227
4,-427.2158,-0.8544316
5,178.86913,0.35773823
6,11.702455,0.02340491
7,384.72974,0.7694596
8,834.33887,1.6686779
9,59.12553,0.11825096
10,681.2801,1.3625605
11,216.25882,0.43251765
12,177.07664,0.35415325
13,4.5515566,0.009103111
14,157.60838,0.31521684
15,273.67688,0.5473536
16,351.95416,0.7039082
17,482.94562,0.96589136
18,390.64532,0.78129053
19,274.49902,0.54899806
20,343.90344,0.6878069
21,285.3862,0.57077235
22,271.06653,0.54213303
23,84.82238,0.16964479
24,72.63132,0.14526261
25,65.29704,0.13059409
26,198.85133,0.39770257
27,131.69319,0.26338634
28,210.94127,0.42188257
29,70.48469,0.14096935
30,-30.33167,-0.06066335
31,-107.21813,-0.21443625
32,-63.854355,-0.12770872
33,-65.621124,-0.13124225
34,61.41208,0.12282421
35,-44.4909,-0.088981815
36,-65.50985,-0.13101974
37,-96.38739,-0.19277474
38,-157.84178,-0.3156836
39,-145.04692,-0.29009387
40,-153.22766,-0.30645525
41,-190.3621,-0.3807242
42,-62.11528,-0.12423056
43,-148.40239,-0.29680482
44,-204.04578,-0.40809143
45,-260.6643,-0.5213286
46,-368.64383,-0.7372878
47,-413.89087,-0.82778186
48,-298.3349,-0.59667
49,-370.92697,-0.74185413
50,-392.23407,-0.7844681
51,-328.829,-0.65765804
52,-428.76328,-0.85752636
53,-423.9173,-0.8478345
54,-360.83142,-0.7216627
55,-408.10248,-0.81620497
56,-438.01056,-0.8760212
57,-411.9848,-0.8239696
