20.0,0.0,0.0,120.0,90.0,60.0,130.0,30.0,90.0,0.0,40.0,60.0,0.0,180.0,30.0,0.0,60.0,60.0,0.0,120.0,115.0,15.0,30.0,0.0,20.0,30.0,50.0,50.0,130.0,195.0,15.0,0.0,140.0,0.0,110.0,10.0,115.0,90.0,0.0,60.0,265.0,45.0,90.0,160.0,60.0,90.0,0.0,30.0,130.0
76,32,42,548,369,185,447,43,291,39,223,491,28,581,97,51,228,381,51,573,334,73,327,20,78,71,446,189,1035,920,41,31,10080,21,843,178,469,244,120,291,1396,69,321,263,93,30012,27,72,7992
